case,mode,runs,ok_runs,real_mean,real_stdev,real_min,real_max,full_evolve_mean,full_evolve_stdev,full_evolve_min,full_evolve_max,move_collide_mean,move_collide_stdev,move_collide_min,move_collide_max,move_mean,move_stdev,move_min,move_max,build_occ_mean,build_occ_stdev,build_occ_min,build_occ_max,collision_phase_mean,collision_phase_stdev,collision_phase_min,collision_phase_max,post_mean,post_stdev,post_min,post_max,particles_mean,particles_stdev,particles_min,particles_max,collisions_mean,collisions_stdev,collisions_min,collisions_max,candidates_mean,candidates_stdev,candidates_min,candidates_max,total_energy_mean,total_energy_stdev,total_energy_min,total_energy_max,migration_wall_mean,migration_wall_stdev,migration_wall_min,migration_wall_max,particles_rank_ratio_mean,particles_rank_ratio_stdev,particles_rank_ratio_min,particles_rank_ratio_max,rank_wall_ratio_mean,rank_wall_ratio_stdev,rank_wall_ratio_min,rank_wall_ratio_max,dlb_rebalances_mean,dlb_rebalances_stdev,dlb_rebalances_min,dlb_rebalances_max,dlb_triggered_mean,dlb_triggered_stdev,dlb_triggered_min,dlb_triggered_max
ourmesh,OMP8,3,3,87.37,2.310064934152287,85.05,89.67,80.33612289666667,2.4149745084100345,78.09726067,82.89524975,55.63058925333333,1.6779235367758478,54.23118476,57.49075593,45.81733005666667,1.323456078430344,44.93301826,47.33885173,6.096447385,0.3188303305411397,5.72846506,6.290161512,3.2100467603333334,0.12656076786375484,3.081835877,3.334890205,24.70083435,0.7788630165683224,23.86117255,25.39968791,2463582,28.160255680657446,2463551,2463606,35677.666666666664,175.22652006284133,35490,35837,68770.66666666667,78.21338333899982,68684,68836,1.243018645,7.014262104452815e-05,1.242962332,1.243097216,,,,,,,,,,,,,,,,,,,,
ourmesh,MPI2xOMP4,3,3,91.06,0.6238589584192862,90.4,91.64,83.42809905,0.5810125072128391,82.76715213,83.85825907,63.68543263,1.125457509731303,62.77041936,64.94213739,46.03020663,1.587906541414206,44.39921874,47.57120458,6.698566042,0.272428825536144,6.385004308,6.877181382,14.196933796666666,3.69519501324895,11.61282976,18.42944002,22.698823753333333,0.4522392523349636,22.29787675,23.18904105,2463822,45.077710678338576,2463794,2463874,35512,156.1537703675451,35352,35664,68228.66666666667,128.2198632557894,68105,68361,1.242802689,0.0003497455498673852,1.242445595,1.243144591,1.8009214986666666,0.2811999089197524,1.52746745,2.089274877,1.271216424,0.1927032375263517,1.12056429,1.488360997,1.0508350783333333,0.019218357366805775,1.039026243,1.073010907,3.6666666666666665,0.5773502691896257,3,4,3.6666666666666665,0.5773502691896257,3,4
ourmesh,MPI4xOMP2,3,3,93.16666666666667,1.6154359576700454,92.16,95.03,85.69619405333333,2.061034958423336,84.03896938,88.00401898,67.84565167000001,1.8102406008134888,66.71662546,69.93362987,45.83418853333333,1.8716871492790277,44.27367641,47.90936321,5.594282223,0.3118604154619255,5.308839069,5.927131581,23.086419856666666,1.8545530012566036,21.33347203,25.02813894,22.966191343333332,1.147075556220248,21.72001276,23.97794699,2463878,50.02999100539596,2463827,2463927,35298.666666666664,205.44180035555894,35063,35440,64612,1400.6994681229803,63005,65574,1.2415806256666666,0.00034025223926424197,1.241355405,1.241972034,2.267359525,0.1957911727031692,2.06076608,2.450176966,1.2165941856666667,0.03870863979937219,1.186164251,1.260161809,1.0836599793333335,0.026367935051163076,1.053666829,1.103192654,3.3333333333333335,0.5773502691896257,3,4,3.3333333333333335,0.5773502691896257,3,4
ourmesh,MPI8,3,3,111.98333333333333,2.84542322569655,108.74,114.06,101.83877367333334,3.577871676192059,97.81048912,104.6471819,88.45901321333334,3.6590235058137432,84.49706928,91.71108833,54.75681786333333,2.7987976517056197,52.27992376,57.79304549,6.610330001333334,1.1494619870702525,5.320976037,7.52783958,40.585307633333336,3.2184023118712064,37.99262475,44.18742661,18.89294767,1.4996101970672566,17.21275623,20.09573925,2463782.3333333335,59.43343615620195,2463714,2463822,34290.333333333336,237.76949622130533,34016,34437,60219.666666666664,831.8715846411231,59301,60922,1.2406224306666667,0.0003503460878279326,1.240253853,1.240951133,2.3713565240000003,0.3444524105860606,2.10744267,2.761013997,2.5573923776666665,1.020820861586267,1.688101378,3.681476127,1.0697593213333334,0.016614048114030586,1.050596359,1.080123267,4,0.0,4,4,4,0.0,4,4
ourmesh,MPI8origin,3,3,147.94333333333333,0.6278003929063323,147.45,148.65,146.1074487,0.7540012718231122,145.2435211,146.6328991,134.5568591,0.6805778082995924,133.8236955,135.1684705,111.13237623333333,0.49418946744317754,110.6485591,111.6363229,14.52407915,0.1237250981075346,14.38546221,14.62333604,18.224675053333332,0.17554230770407084,18.02199416,18.32834861,21.96695059,0.16259476585316887,21.79165336,22.11282479,2463662,57.0,2463614,2463725,35677.333333333336,48.003472096644565,35629,35725,68708,36.345563690772494,68677,68748,1.2432895513333333,3.435620795918981e-05,1.243250336,1.243314352,,,,,,,,,,,,,,,,,,,,
zb,OMP8,3,3,72.78,1.2756566936288152,71.61,74.14,66.86958159666666,1.0355316954298188,65.88513463,67.94957546,55.495111470000005,1.0063542714869202,54.59781592,56.58320779,37.379077020000004,0.5230548428830762,36.92835696,37.95261077,7.581691008666667,0.5076961092584299,7.084044616,8.098872902,9.395160889666666,0.03980398709118845,9.360652893,9.438706636,11.371604526666667,0.09144556844626908,11.28456304,11.46689521,1957963.6666666667,26.083200212652844,1957935,1957986,242244.33333333334,110.2104048324537,242147,242364,477718,366.93732434845055,477317,478037,0.0019616802643333334,2.152894057455785e-07,0.001961433824,0.001961831767,,,,,,,,,,,,,,,,,,,,
zb,MPI2xOMP4,3,3,78.9,0.5892367945062547,78.38,79.54,72.68089622,0.8525694587985394,71.85937028,73.56144215,63.411324433333334,0.8892028215588158,62.57007948,64.34176242,41.033953966666665,0.24755542371430775,40.76055657,41.2429305,10.655764323333333,0.22178664788533295,10.45876265,10.89597639,14.79697665,0.14330016095384274,14.63348206,14.90079373,11.339132506666667,0.2534276539640251,11.09014775,11.59678088,1958025,181.13254815189896,1957848,1958210,229158.66666666666,1864.2119872303508,227069,230651,445463.6666666667,3694.376311819538,441198,447635,0.0019587545526666664,4.817455600888831e-07,0.001958247968,0.001959206862,2.2310983226666665,0.06202249663166564,2.173118558,2.296496312,1.2514629733333333,0.06309881129688161,1.178845847,1.292921751,1.031801579,0.004368079465665468,1.028063884,1.036603402,3.6666666666666665,0.5773502691896257,3,4,3.6666666666666665,0.5773502691896257,3,4
zb,MPI4xOMP2,3,3,78.62666666666667,1.3923122255203175,77.02,79.48,73.69714883666667,1.4941182443768997,71.98791916,74.7549625,64.16843759,1.5852324582068067,62.34182541,65.18459262,38.60092888333333,1.5590558129363161,36.82467423,39.74271855,7.182498522666666,0.10484488049223768,7.096245627,7.299196551,22.571850666666666,3.7774986537195656,18.57048277,26.07629234,11.117230563333333,0.13821281060541504,11.01347183,11.274126,1959531,97.13907555664713,1959437,1959631,225657,1611.467654034669,223843,226923,429367,10029.428049495145,419944,439909,0.0019534189556666666,2.788207734846467e-06,0.001951600829,0.001956629087,1.7895426823333334,0.3507410285796258,1.554571876,2.192704142,1.6456705266666667,0.17486291729241626,1.467543433,1.817075398,1.0256330206666666,0.0015835021027839414,1.023830328,1.026799326,2.3333333333333335,0.5773502691896257,2,3,2.3333333333333335,0.5773502691896257,2,3
zb,MPI8,3,3,107.31333333333333,12.65317878374179,94.34,119.62,101.30687292,12.381791395259802,88.62648256,113.3667301,89.43001873,11.409720189113841,77.82326513,100.6319294,51.03260242333333,5.079371490818098,45.36293341,55.16788097,14.193936856666667,3.4913337900299948,10.35604559,17.18169239,49.161372136666664,14.378334355958359,34.14114428,62.79774636,14.974769046666667,2.0082010569681845,12.77626422,16.7126167,1958609,153.8603262702897,1958500,1958785,221340.66666666666,11633.241351116778,212065,234393,417573.6666666667,38945.780186476346,383182,459863,0.001956922390333333,2.504864487876978e-06,0.001954034564,0.001958506626,2.4543208846666666,0.7925732780017688,1.882004805,3.358955383,1.7042016896666667,0.10653087653138421,1.60008902,1.812996386,1.0341777596666666,0.0058311215213275695,1.028437917,1.040096063,2.3333333333333335,0.5773502691896257,2,3,2.3333333333333335,0.5773502691896257,2,3
zb,MPI8origin,3,3,129.73666666666668,0.6096173663318063,129.36,130.44,130.1069823,0.7123707891978155,129.5289329,130.9028268,117.44341276666667,0.6819352208225218,116.8886897,118.2047654,83.07404430333334,0.3867014141849406,82.72275603,83.48840458,19.444276483333333,0.10041134207557101,19.32984882,19.51768198,25.442836186666668,0.25306898088107105,25.27891963,25.73429967,14.358242706666667,0.06750267215241365,14.30285117,14.43342999,1957750.6666666667,107.56083549942021,1957650,1957864,240446.66666666666,140.8628174265066,240285,240543,474010,622.5327300632474,473607,474727,0.0019622363453333336,3.579558577833493e-07,0.001961991684,0.001962647186,,,,,,,,,,,,,,,,,,,,
